Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Care Instructions (product.metafields.custom.care_instructions),Materials (product.metafields.custom.materials),Shipping & Returns (product.metafields.custom.shipping_returns),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / International,Price / International,Compare At Price / International,Status
the-boho-romper,,,,,,,,,6-9M,,,ROCKY STONE,,,,,BR-RS-6-9M,0.0,shopify,45,deny,manual,28.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1920074copy.jpg?v=1774263475,2,"Baby romper in rocky stone organic Egyptian cotton, front view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1920074copy.jpg?v=1774263475,kg,,99.70,,,,
the-boho-romper,,,,,,,,,9-12M,,,ROCKY STONE,,,,,BR-RS-9-12M,0.0,shopify,51,deny,manual,28.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1920060copy.jpg?v=1774263475,3,"Baby romper in rocky stone organic Egyptian cotton, flat lay view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1920074copy.jpg?v=1774263475,kg,,99.70,,,,
the-boho-romper,,,,,,,,,12-18M,,,ROCKY STONE,,,,,BR-RS-12-18M,0.0,shopify,35,deny,manual,28.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1920082copy.jpg?v=1774263475,4,"Baby romper in rocky stone organic Egyptian cotton, close-up view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1920074copy.jpg?v=1774263475,kg,,99.66,,,,
the-boho-romper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/files/bekya10_I_am_selling_high_quality_Egyptian_cotton_baby_clothes._This_imag_5234bc6d-0731-4029-8f6f-9527c5e92922.png?v=1774263457,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,
the-boho-romper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/files/bekya10_I_am_selling_high_quality_Egyptian_cotton_baby_clothes._This_imag_82989c4b-316b-4933-853f-ff3b8bb9a0e6.png?v=1774263457,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,
the-boho-romper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/files/bekya10_I_am_selling_high_quality_Egyptian_cotton_baby_clothes._This_imag_9398a328-923d-405a-966a-96a5aeaf580f.png?v=1774263457,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,
the-boho-romper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/files/bekya10_Make_the_boy_in_this_image_younger_but_still_wearing_my_product_194de7c1-9929-4f86-9b81-061a3a811f39.jpg?v=1772652989,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,
the-comfy-shorts,"Kids Shorts — Organic Egyptian Cotton, Rocky Stone","<p>Easy, soft and made for everyday.</p>

<p>These shorts are crafted from 100% organic Egyptian cotton muslin — a lightweight, breathable fabric chosen for its exceptional softness. A soft elastic waistband with adjustable drawstring ensures a comfortable fit, while functional side pockets make them practical for everyday adventures.</p>

<p>The relaxed cut allows easy movement for running, climbing, playing and lounging. The breathable muslin weave helps regulate temperature across seasons, making them versatile throughout the year. Gets softer with every wash while maintaining shape.</p>

<p><strong>Why Parents Love It</strong></p>
<ul>
<li>100% Organic Egyptian Cotton Muslin</li>
<li>Elastic waistband with adjustable drawstring</li>
<li>Functional side pockets</li>
<li>Relaxed fit for comfort and movement</li>
<li>Lightweight and breathable</li>
<li>GOTS certified organic</li>
</ul>

<p>In our Rocky Stone — a versatile soft grey. Perfect for warm days, layering with tights in cooler months, and everyday wear.</p>",Caico Cotton,Uncategorized,"","children, kids, organic egyptian cotton, rocky stone, shorts, Toddler",true,Size,2-3Y,,Color,ROCKY STONE,,,,,TCS-RS-2-3Y,0.0,shopify,58,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1920077copy.jpg?v=1658405034,1,"Kids shorts in rocky stone organic Egyptian cotton, front view",false,Kids Shorts Rocky Stone — Organic Egyptian Cotton | Caico Cotton,"Organic Egyptian cotton kids shorts in Rocky Stone. Relaxed fit, elastic waistband. GOTS certified, hypoallergenic. Free UK delivery over £50.",,,,,,,,,,,,"Machine wash at 30°C on a gentle cycle
Use a mild, non-biological detergent
Wash with similar colours
Do not bleach
Tumble dry on low heat or lay flat to dry
Iron on medium heat if needed
Do not dry clean

Egyptian cotton becomes softer with every wash. We recommend washing before first wear for maximum softness.","100% GOTS certified organic Egyptian cotton

Our fabric is woven from extra-long staple Egyptian cotton fibres (35–40mm), grown along the banks of the Nile Delta without pesticides, synthetic fertilisers or harmful chemicals.

Unlike bamboo viscose blends which undergo chemical processing, our cotton is 100% natural at every stage — from field to finished garment.

Fasteners: YKK nickel-free snaps
Certification: GOTS (Global Organic Textile Standard)
Production: Fairtrade certified factory","UK Delivery
Standard UK delivery: 2–3 working days — £3.95
Free UK delivery on orders over £50

Orders placed before 2pm on weekdays are usually dispatched the same day from our UK warehouse.

Returns
We offer a 14-day return and exchange policy. Items must be unworn, unwashed and in original condition with labels attached. Email info@caicocotton.com with your order number to start a return.

Full details at caicocotton.com/pages/shipping-and-returns",,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1920077copy.jpg?v=1658405034,kg,,92.66,true,,,active
the-comfy-shorts,,,,,,,,,3-4Y,,,ROCKY STONE,,,,,TCS-RS-3-4Y,0.0,shopify,44,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1900631.jpg?v=1658693748,2,"Kids shorts in rocky stone organic Egyptian cotton, back view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1920077copy.jpg?v=1658405034,kg,,92.66,,,,
the-comfy-shorts,,,,,,,,,4-5Y,,,ROCKY STONE,,,,,TCS-RS-4-5Y,0.0,shopify,72,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1900172.jpg?v=1658693748,3,"Kids shorts in rocky stone organic Egyptian cotton, detail view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1920077copy.jpg?v=1658405034,kg,,92.66,,,,
the-comfy-shorts,,,,,,,,,5-6Y,,,ROCKY STONE,,,,,TCS-RS-5-6Y,0.0,shopify,63,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1920041copy.jpg?v=1658693748,4,"Kids shorts in rocky stone organic Egyptian cotton, lifestyle view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1920077copy.jpg?v=1658405034,kg,,92.66,,,,
the-comfy-shorts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1900497.jpg?v=1658695128,5,"Kids shorts in rocky stone organic Egyptian cotton, flat lay view",,,,,,,,,,,,,,,,,,,,,,,,,,
the-boho-bloomer,"Baby Bloomers — Organic Egyptian Cotton, Rocky Stone","<p>There is something special about clothing made from truly exceptional cotton.</p>

<p>These bloomers are crafted from 100% organic Egyptian cotton muslin — one of the softest and most breathable cotton fabrics in the world. The lightweight weave allows air to circulate naturally, keeping babies comfortable throughout the day while remaining incredibly gentle on delicate skin.</p>

<p>Designed with a relaxed bubble shape, soft elastic at the waist and legs ensures a comfortable fit that sits easily over nappies. A small embroidered Cotton Bloom logo adds a subtle detail. Pairs beautifully with bodysuits, tops or dresses.</p>

<p><strong>Why Parents Love It</strong></p>
<ul>
<li>100% Organic Egyptian Cotton Muslin</li>
<li>Soft elastic waist and leg openings</li>
<li>Sits comfortably over nappies</li>
<li>Lightweight and breathable</li>
<li>Relaxed bubble shape</li>
<li>GOTS certified organic</li>
</ul>

<p>In our Rocky Stone — a versatile soft grey. Simple, timeless and exceptionally comfortable.</p>",Caico Cotton,Uncategorized,"","baby, Baby Clothes, bloomer, boho, organic egyptian cotton, rocky stone",true,Size,3-6M,,Color,ROCKY STONE,,,,,BBL-RS-3-6M,0.0,shopify,65,deny,manual,16.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/files/Generated_Image_March_05_2026_-_2_04PM_jpg_c8fe4999-b370-46c5-a719-0e5b98ab1bdf.jpg?v=1774606311,1,"",false,Baby Bloomers Rocky Stone — Organic Egyptian Cotton | Caico Cotton,"Organic Egyptian cotton baby bloomers in Rocky Stone. Lightweight muslin, relaxed fit. GOTS certified, hypoallergenic. Free UK delivery over £50.",,,,,,,,,,,,"Machine wash at 30°C on a gentle cycle
Use a mild, non-biological detergent
Wash with similar colours
Do not bleach
Tumble dry on low heat or lay flat to dry
Iron on medium heat if needed
Do not dry clean

Egyptian cotton becomes softer with every wash. We recommend washing before first wear for maximum softness.","100% GOTS certified organic Egyptian cotton muslin

Lightweight muslin woven from extra-long staple Egyptian cotton fibres (35–40mm), grown along the Nile Delta without pesticides, synthetic fertilisers or harmful chemicals.

100% natural at every stage — no chemical processing, no blends.

Certification: GOTS (Global Organic Textile Standard)
Production: Fairtrade certified factory","UK Delivery
Standard UK delivery: 2–3 working days — £3.95
Free UK delivery on orders over £50

Orders placed before 2pm on weekdays are usually dispatched the same day from our UK warehouse.

Returns
We offer a 14-day return and exchange policy. Items must be unworn, unwashed and in original condition with labels attached. Email info@caicocotton.com with your order number to start a return.

Full details at caicocotton.com/pages/shipping-and-returns",,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1920079copy.jpg?v=1774606578,kg,,73.56,true,,,active
the-boho-bloomer,,,,,,,,,6-9M,,,ROCKY STONE,,,,,BBL-RS-6-9M,0.0,shopify,67,deny,manual,16.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1920079copy.jpg?v=1774606578,2,"Baby bloomers in rocky stone organic Egyptian cotton, front view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1920079copy.jpg?v=1774606578,kg,,73.56,,,,
the-boho-bloomer,,,,,,,,,9-12M,,,ROCKY STONE,,,,,BBL-RS-9-12M,0.0,shopify,62,deny,manual,16.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/files/Generated_Image_March_05_2026_-_3_01PM_jpg.jpg?v=1774606578,3,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1920079copy.jpg?v=1774606578,kg,,73.56,,,,
the-boho-bloomer,,,,,,,,,12-18M,,,ROCKY STONE,,,,,BBL-RS-12-18M,0.0,shopify,63,deny,manual,16.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1920045copy.jpg?v=1774606311,4,"Baby bloomers in rocky stone organic Egyptian cotton, flat lay view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1920079copy.jpg?v=1774606578,kg,,73.56,,,,
lounge-pants,"Kids Lounge Trousers — Organic Egyptian Cotton, Alabaster","<p>Soft enough for sleep, practical enough for play.</p>

<p>These lounge trousers are crafted from 100% organic Egyptian cotton with a fold-over elastic waistband that sits gently without digging. Ribbed cuffs at the ankles keep the fit neat while allowing easy movement. A small embroidered Cotton Bloom logo adds a subtle detail.</p>

<p>The extra-long staple Egyptian cotton fibres create a smooth, durable fabric that holds its shape and gets softer with every wash. Naturally breathable and temperature regulating for all-day comfort.</p>

<p><strong>Why Parents Love It</strong></p>
<ul>
<li>100% Organic Egyptian Cotton</li>
<li>Fold-over elastic waistband — no digging</li>
<li>Ribbed ankle cuffs</li>
<li>Relaxed fit for comfort and movement</li>
<li>Naturally breathable and durable</li>
<li>GOTS certified organic</li>
</ul>

<p>In our signature Alabaster — a warm, natural off-white. Pairs perfectly with our Lounge Top or Lounge Tee for a complete set.</p>",Caico Cotton,Uncategorized,"","children, kids, organic egyptian cotton, Toddler",true,Size,2-3Y,,,,,,,,LP-ALA-2-3Y,0.0,shopify,5,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890525.jpg?v=1657720288,1,"Kids lounge trousers in alabaster organic Egyptian cotton, front view",false,Kids Lounge Trousers Alabaster — Organic Egyptian Cotton | Caico Cotton,"Organic Egyptian cotton kids lounge trousers in Alabaster. Relaxed fit, elastic waistband. GOTS certified, hypoallergenic. Free UK delivery over £50.",,,,,,,,,,,,"Machine wash at 30°C on a gentle cycle
Use a mild, non-biological detergent
Wash with similar colours
Do not bleach
Tumble dry on low heat or lay flat to dry
Iron on medium heat if needed
Do not dry clean

Egyptian cotton becomes softer with every wash. We recommend washing before first wear for maximum softness.","100% GOTS certified organic Egyptian cotton

Our fabric is woven from extra-long staple Egyptian cotton fibres (35–40mm), grown along the banks of the Nile Delta without pesticides, synthetic fertilisers or harmful chemicals.

Unlike bamboo viscose blends which undergo chemical processing, our cotton is 100% natural at every stage — from field to finished garment.

Fasteners: YKK nickel-free snaps
Certification: GOTS (Global Organic Textile Standard)
Production: Fairtrade certified factory","UK Delivery
Standard UK delivery: 2–3 working days — £3.95
Free UK delivery on orders over £50

Orders placed before 2pm on weekdays are usually dispatched the same day from our UK warehouse.

Returns
We offer a 14-day return and exchange policy. Items must be unworn, unwashed and in original condition with labels attached. Email info@caicocotton.com with your order number to start a return.

Full details at caicocotton.com/pages/shipping-and-returns",,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890525.jpg?v=1657720288,kg,,88.95,true,,,active
lounge-pants,,,,,,,,,3-4Y,,,,,,,,LP-ALA-3-4Y,0.0,shopify,13,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1900927.jpg?v=1658695924,2,"Kids lounge trousers in alabaster organic Egyptian cotton, back view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890525.jpg?v=1657720288,kg,,88.95,,,,
lounge-pants,,,,,,,,,4-5Y,,,,,,,,LP-ALA-4-5Y,0.0,shopify,14,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1900993.jpg?v=1658695924,3,"Kids lounge trousers in alabaster organic Egyptian cotton, detail view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890525.jpg?v=1657720288,kg,,88.95,,,,
lounge-pants,,,,,,,,,5-6Y,,,,,,,,LP-ALA-5-6Y,0.0,shopify,12,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890525.jpg?v=1657720288,kg,,88.95,,,,
lounge-blouse,"Kids Lounge Top — Organic Egyptian Cotton, Alabaster","<p>Cosy, relaxed and made for everyday comfort.</p>

<p>This lounge top is crafted from 100% organic Egyptian cotton in a soft crew neck sweatshirt style. Fold-over cuffs at the wrists add a practical finishing touch, and the relaxed fit allows complete freedom of movement for play, lounging and everything in between.</p>

<p>The extra-long staple Egyptian cotton fibres create a smooth, durable fabric that keeps its shape wash after wash while becoming softer over time. Naturally breathable and temperature regulating — warm enough for cooler days without overheating.</p>

<p><strong>Why Parents Love It</strong></p>
<ul>
<li>100% Organic Egyptian Cotton</li>
<li>Crew neck sweatshirt style</li>
<li>Fold-over cuffs at wrists</li>
<li>Relaxed fit for comfort and movement</li>
<li>Naturally breathable and durable</li>
<li>GOTS certified organic</li>
</ul>

<p>In our signature Alabaster — a warm, natural off-white. Pairs perfectly with our Lounge Trousers for a complete set.</p>",Caico Cotton,Apparel & Accessories > Clothing,Clothing,"blouse, children, kids, organic egyptian cotton, Toddler",true,Size,2-3Y,,Material,100% Organic Egyptian Cotton,,,,,TLB-ALA-2-3Y,0.0,shopify,4,deny,manual,22.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890642.jpg?v=1658501229,1,"Kids lounge top in alabaster organic Egyptian cotton, front view",false,Kids Lounge Top Alabaster — Organic Egyptian Cotton | Caico Cotton,"Organic Egyptian cotton kids lounge top in Alabaster. Relaxed, flowing fit. GOTS certified, hypoallergenic. Free UK delivery over £50.",,,,,,,,,,,,"Machine wash at 30°C on a gentle cycle
Use a mild, non-biological detergent
Wash with similar colours
Do not bleach
Tumble dry on low heat or lay flat to dry
Iron on medium heat if needed
Do not dry clean

Egyptian cotton becomes softer with every wash. We recommend washing before first wear for maximum softness.","100% GOTS certified organic Egyptian cotton

Our fabric is woven from extra-long staple Egyptian cotton fibres (35–40mm), grown along the banks of the Nile Delta without pesticides, synthetic fertilisers or harmful chemicals.

Unlike bamboo viscose blends which undergo chemical processing, our cotton is 100% natural at every stage — from field to finished garment.

Fasteners: YKK nickel-free snaps
Certification: GOTS (Global Organic Textile Standard)
Production: Fairtrade certified factory","UK Delivery
Standard UK delivery: 2–3 working days — £3.95
Free UK delivery on orders over £50

Orders placed before 2pm on weekdays are usually dispatched the same day from our UK warehouse.

Returns
We offer a 14-day return and exchange policy. Items must be unworn, unwashed and in original condition with labels attached. Email info@caicocotton.com with your order number to start a return.

Full details at caicocotton.com/pages/shipping-and-returns",,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890642.jpg?v=1658501229,kg,,109.93,true,,,active
lounge-blouse,,,,,,,,,3-4Y,,,100% Organic Egyptian Cotton,,,,,TLB-ALA-3-4Y,0.0,shopify,10,deny,manual,22.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1910011.jpg?v=1658695735,2,"Kids lounge top in alabaster organic Egyptian cotton, back view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890642.jpg?v=1658501229,kg,,109.93,,,,
lounge-blouse,,,,,,,,,4-5Y,,,100% Organic Egyptian Cotton,,,,,TLB-ALA-4-5Y,0.0,shopify,20,deny,manual,22.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1900942.jpg?v=1658695735,3,"Kids lounge top in alabaster organic Egyptian cotton, detail view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890642.jpg?v=1658501229,kg,,109.93,,,,
lounge-blouse,,,,,,,,,5-6Y,,,100% Organic Egyptian Cotton,,,,,TLB-ALA-5-6Y,0.0,shopify,8,deny,manual,22.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890643.jpg?v=1658695735,4,"Kids lounge top in alabaster organic Egyptian cotton, lifestyle view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890642.jpg?v=1658501229,kg,,109.93,,,,
lounge-blouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890644.jpg?v=1658695735,5,"Kids lounge top in alabaster organic Egyptian cotton, flat lay view",,,,,,,,,,,,,,,,,,,,,,,,,,
the-lounge-tee,"Kids Lounge Tee — Organic Egyptian Cotton, Alabaster","<p>Simple, soft and made for everyday.</p>

<p>This lounge tee is crafted from 100% organic Egyptian cotton in a relaxed, slightly oversized fit. A classic crew neck T-shirt that feels exceptionally soft from the first wear and only gets better with time.</p>

<p>The extra-long staple Egyptian cotton fibres create a smooth, breathable fabric that's perfect for warm days, layering or lounging at home. Durable enough for everyday play while remaining gentle against skin.</p>

<p><strong>Why Parents Love It</strong></p>
<ul>
<li>100% Organic Egyptian Cotton</li>
<li>Relaxed crew neck fit</li>
<li>Lightweight and breathable</li>
<li>Gets softer with every wash</li>
<li>GOTS certified organic</li>
</ul>

<p>In our signature Alabaster — a warm, natural off-white. Pairs beautifully with our Lounge Trousers or Shorts.</p>",Caico Cotton,Uncategorized,"","children, kids, organic egyptian cotton, Toddler",true,Size,2-3Y,,Material,100% Organic Egyptian Cotton,,,,,TLT-ALA-2-3Y,0.0,shopify,24,deny,manual,22.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890377.jpg?v=1658400606,1,"Kids lounge top in alabaster organic Egyptian cotton, front view",false,Kids Lounge Tee Alabaster — Organic Egyptian Cotton | Caico Cotton,"Organic Egyptian cotton kids lounge tee in Alabaster. Relaxed fit. GOTS certified, hypoallergenic. Free UK delivery over £50.",,,,,,,,,,,,"Machine wash at 30°C on a gentle cycle
Use a mild, non-biological detergent
Wash with similar colours
Do not bleach
Tumble dry on low heat or lay flat to dry
Iron on medium heat if needed
Do not dry clean

Egyptian cotton becomes softer with every wash. We recommend washing before first wear for maximum softness.","100% GOTS certified organic Egyptian cotton

Our fabric is woven from extra-long staple Egyptian cotton fibres (35–40mm), grown along the banks of the Nile Delta without pesticides, synthetic fertilisers or harmful chemicals.

Unlike bamboo viscose blends which undergo chemical processing, our cotton is 100% natural at every stage — from field to finished garment.

Fasteners: YKK nickel-free snaps
Certification: GOTS (Global Organic Textile Standard)
Production: Fairtrade certified factory","UK Delivery
Standard UK delivery: 2–3 working days — £3.95
Free UK delivery on orders over £50

Orders placed before 2pm on weekdays are usually dispatched the same day from our UK warehouse.

Returns
We offer a 14-day return and exchange policy. Items must be unworn, unwashed and in original condition with labels attached. Email info@caicocotton.com with your order number to start a return.

Full details at caicocotton.com/pages/shipping-and-returns",,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890377.jpg?v=1658400606,kg,,98.19,true,,,active
the-lounge-tee,,,,,,,,,3-4Y,,,100% Organic Egyptian Cotton,,,,,TLT-ALA-3-4Y,0.0,shopify,19,deny,manual,22.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1900164.jpg?v=1658693184,2,"Kids lounge top in alabaster organic Egyptian cotton, back view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890377.jpg?v=1658400606,kg,,98.19,,,,
the-lounge-tee,,,,,,,,,4-5Y,,,100% Organic Egyptian Cotton,,,,,TLT-ALA-4-5Y,0.0,shopify,18,deny,manual,22.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1900887.jpg?v=1658693284,3,"Kids lounge top in alabaster organic Egyptian cotton, detail view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890377.jpg?v=1658400606,kg,,98.19,,,,
the-lounge-tee,,,,,,,,,5-6Y,,,100% Organic Egyptian Cotton,,,,,TLT-ALA-5-6Y,0.0,shopify,17,deny,manual,22.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1900856.jpg?v=1658693384,4,"Kids lounge top in alabaster organic Egyptian cotton, lifestyle view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890377.jpg?v=1658400606,kg,,98.19,,,,
the-overall-jumpsuit,"Baby Sleepsuit — Organic Egyptian Cotton, Alabaster","<p>Designed for comfort from morning to night.</p>

<p>This sleepsuit is crafted from 100% organic Egyptian cotton with a full-length diagonal zip for quick, fuss-free dressing — even at 3am. No buttons, no poppers, just one smooth zip from neck to ankle. A zip guard at the top protects delicate skin.</p>

<p>The relaxed fit allows complete freedom of movement for play, crawling and sleep. Fold-over cuffs at the wrists and ankles keep little hands and feet warm when needed. The extra-long staple Egyptian cotton fibres create an exceptionally soft, breathable fabric that regulates temperature naturally and gets softer with every wash.</p>

<p><strong>Why Parents Love It</strong></p>
<ul>
<li>100% Organic Egyptian Cotton</li>
<li>Full-length zip for easy dressing and nappy changes</li>
<li>Zip guard to protect delicate skin</li>
<li>Fold-over cuffs at wrists and ankles</li>
<li>Relaxed fit for comfort and movement</li>
<li>Naturally breathable and temperature regulating</li>
<li>GOTS certified organic</li>
</ul>

<p>In our signature Alabaster — a warm, natural off-white. An everyday essential that works just as well for sleep as it does for play.</p>",Caico Cotton,Uncategorized,"","baby, Toddler",true,Size,3-6M,,Material,ALABASTER,,,,,TOJ-ALA-3-6M,0.0,shopify,12,deny,manual,29.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890608.jpg?v=1657710841,1,"Baby sleepsuit in alabaster organic Egyptian cotton, front view",false,Baby Sleepsuit Alabaster — Organic Egyptian Cotton | Caico Cotton,"Organic Egyptian cotton baby sleepsuit in Alabaster. GOTS certified, hypoallergenic. Snap closures for easy nappy changes. Free UK delivery over £50.",,,,,,,,,,,,"Machine wash at 30°C on a gentle cycle
Use a mild, non-biological detergent
Wash with similar colours
Do not bleach
Tumble dry on low heat or lay flat to dry
Iron on medium heat if needed
Do not dry clean

Egyptian cotton becomes softer with every wash. We recommend washing before first wear for maximum softness.","100% GOTS certified organic Egyptian cotton

Our fabric is woven from extra-long staple Egyptian cotton fibres (35–40mm), grown along the banks of the Nile Delta without pesticides, synthetic fertilisers or harmful chemicals.

Unlike bamboo viscose blends which undergo chemical processing, our cotton is 100% natural at every stage — from field to finished garment.

Fasteners: YKK nickel-free snaps
Certification: GOTS (Global Organic Textile Standard)
Production: Fairtrade certified factory","UK Delivery
Standard UK delivery: 2–3 working days — £3.95
Free UK delivery on orders over £50

Orders placed before 2pm on weekdays are usually dispatched the same day from our UK warehouse.

Returns
We offer a 14-day return and exchange policy. Items must be unworn, unwashed and in original condition with labels attached. Email info@caicocotton.com with your order number to start a return.

Full details at caicocotton.com/pages/shipping-and-returns",,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890608.jpg?v=1657710841,kg,,186.94,true,,,active
the-overall-jumpsuit,,,,,,,,,6-9M,,,ALABASTER,,,,,TOJ-ALA-6-9M,0.0,shopify,14,deny,manual,29.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1910599.jpg?v=1658698546,2,"Baby sleepsuit in alabaster organic Egyptian cotton, back view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890608.jpg?v=1657710841,kg,,186.94,,,,
the-overall-jumpsuit,,,,,,,,,9-12M,,,ALABASTER,,,,,TOJ-ALA-9-12M,0.0,shopify,16,deny,manual,29.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890610.jpg?v=1658698546,3,"Baby sleepsuit in alabaster organic Egyptian cotton, detail view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890608.jpg?v=1657710841,kg,,186.94,,,,
